HD,HR,HIP,Name,OtherDesignations,ProperName,Bayer,Flamsteed,Constellation,RAJ2000,DecJ2000,Vmag,IsMultiple,UpdateName
222404,8974,116727,Errai,35 Cep/HR 8974/NHR 9/γ Cep,Errai,γ Cep,35 Cep,Cep,354.836655,77.632313,3.21,0.0,2015-12-15
146791,6075,79882,Yed Posterior,2 Oph/HR 6075/β 1452/ε Oph,Yed Posterior,ε Oph,2 Oph,Oph,244.580374,-4.69251,3.23,0.0,2016-10-05
205021,8238,106032,Alfirk,8 Cep/HR 8238/LAB 6/Σ 2806/β Cep,Alfirk,β Cep,8 Cep,Cep,322.164987,70.560715,3.23,0.0,2016-08-21
176437,7178,93194,Sulafat,14 Lyr/AGC 9/HR 7178/WAL 99/γ Lyr,Sulafat,γ Lyr,14 Lyr,Lyr,284.735928,32.689557,3.25,0.0,2016-08-21
133216,5603,73714,Brachium,20 Lib/HR 5603/UC 2911/σ Lib,Brachium,σ Lib,20 Lib,Lib,226.017567,-25.281961,3.25,0.0,2017-09-05
216627,8709,113136,Skat,76 Aqr/HR 8709/δ Aqr,Skat,δ Aqr,76 Aqr,Aqr,343.662556,-15.820827,3.27,0.0,2016-08-21
137759,5744,75458,Edasich,12 Dra/HR 5744/β pm 162/ι Dra,Edasich,ι Dra,12 Dra,Dra,231.232396,58.966063,3.29,0.0,2015-12-15
106591,4660,59774,Megrez,69 UMa/BLL 29/HR 4660/JNN 240/β pm 140/δ UMa,Megrez,δ UMa,69 UMa,UMa,183.856503,57.032615,3.32,0.0,2016-06-30
42995,2216,29655,Propus,7 Gem/HR 2216/β 1008/η Gem,Propus,η Gem,7 Gem,Gem,93.719405,22.506794,3.32,0.0,2016-07-20
97633,4359,54879,Chertan,70 Leo/HR 4359/θ Leo,Chertan,θ Leo,70 Leo,Leo,168.560019,15.429571,3.33,0.0,2016-07-20
11415,542,8886,Segin,45 Cas/HR 0542/ε Cas,Segin,ε Cas,45 Cas,Cas,28.598857,63.670101,3.35,0.0,2017-09-05
71369,3323,41704,Muscida,1 UMa/HR 3323/β 1067/ο UMa,Muscida,ο UMa,1 UMa,UMa,127.566128,60.71817,3.35,0.0,2016-07-20
48737,2484,32362,Alzirr,31 Gem/HR 2484/ξ Gem,Alzirr,ξ Gem,31 Gem,Gem,101.322351,12.895592,3.35,0.0,2017-06-30
156014,6406,84345,Rasalgethi,64 Her/AGC 16/CHR 139/HD 156014/HD 156015/HIP 84345/HR 6406/HR 6407/SAO 102680/SAO 102681/Σ 2140/α1 Her/α1 Her A/α1 Her B/α2 Her,Rasalgethi,α1 Her,64 Her,Her,258.66191,14.390333,3.37,1.0,2016-06-30
183912,7417,95947,Albireo,6 Cyg A/BNU 10/CTT 17/CTT 18/HR 7417/MCA 55/SMR 34/WAL 114/Σ I 43/β Cyg/β1 Cyg,Albireo,β1 Cyg,,Cyg,292.680351,27.959692,3.37,0.0,2016-07-20
118098,5107,66249,Heze,79 Vir/HNK 7/HR 5107/ζ Vir,Heze,ζ Vir,79 Vir,Vir,203.6733,-0.59582,3.38,0.0,2018-06-01
36861,1879,26207,Meissa,39 Ori/GUI 9/HD 36861/HD 36862/HIP 26207/HR 1879/HR 1880/SAO 112921/SMR 28/Σ 738/λ Ori/λ Ori A/λ Ori B,Meissa,λ Ori,39 Ori,Ori,83.784486,9.934156,3.39,1.0,2016-07-20
112300,4910,63090,Minelauva,43 Vir/HR 4910/β pm 146/δ Vir,Minelauva,δ Vir,43 Vir,Vir,193.900869,3.39747,3.39,0.0,2017-06-30
214923,8634,112029,Homam,42 Peg/HR 8634/SMR 6/β 1516/ζ Peg,Homam,ζ Peg,42 Peg,Peg,340.365503,10.831363,3.41,0.0,2016-08-21
11443,544,8796,Mothallah,2 Tri/DAL 51/HR 544/α Tri/β pm 27,Mothallah,α Tri,2 Tri,Tri,28.27045,29.578826,3.42,0.0,2016-08-21
89025,4031,50335,Adhafera,36 Leo/HR 4031/Σ I 18/ζ Leo,Adhafera,ζ Leo,36 Leo,Leo,154.172567,23.417312,3.43,0.0,2016-07-20
110379,4825,61941,Porrima,29 Vir/HD 110379/HD 110380/HIP 61941/HR 4825/HR 4826/Σ 1670/γ Vir/γ Vir A/γ Vir B,Porrima,γ Vir,29 Vir,Vir,190.415181,-1.449373,3.44,1.0,2016-07-20
89021,4033,50372,Tania Borealis,33 UMa/HR 4033/λ UMa,Tania Borealis,λ UMa,33 UMa,UMa,154.274095,42.914356,3.45,0.0,2016-07-20
63700,3045,38170,Azmidi,7 Pup/HR 3045/β 1063/ξ Pup,Azmidi,ξ Pup,7 Pup,Pup,117.323563,-24.859786,3.45,0.0,2018-06-01
4614,219,3821,Achird,24 Cas/HR 219/SMR 2/Σ 60/η Cas,Achird,η Cas,24 Cas,Cas,12.276213,57.815187,3.46,0.0,2017-09-05
52877,2646,33856,Nganurganity,22 CMa/B 126/HR 2646/σ CMa,Nganurganity,σ CMa,22 CMa,CMa,105.429782,-27.93483,3.49,0.0,2017-09-05
133208,5602,73555,Nekkar,42 Boo/HR 5602/β Boo,Nekkar,β Boo,42 Boo,Boo,225.48651,40.390567,3.49,0.0,2016-08-21
74874,3482,43109,Ashlesha,11 Hya/HR 3482/SP 1/Σ 1273/ε Hya,Ashlesha,ε Hya,11 Hya,Hya,131.693794,6.418809,3.49,0.0,2018-06-01
98262,4377,55219,Alula Borealis,54 UMa/DAM 652/HR 4377/Σ 1524/β pm 9001/ν UMa,Alula Borealis,ν UMa,54 UMa,UMa,169.619737,33.094305,3.49,0.0,2016-07-20
216131,8684,112748,Sadalbari,48 Peg/HR 8684/μ Peg,Sadalbari,μ Peg,48 Peg,Peg,342.500809,24.601577,3.51,0.0,2016-08-21
210418,8450,109427,Biham,26 Peg/HR 8450/θ Peg,Biham,θ Peg,26 Peg,Peg,332.549939,6.197863,3.52,0.0,2016-08-21
83808,3852,47508,Subra,14 Leo/ARI 1/H 6 76/HMM 1/HR 3852/ο Leo,Subra,ο Leo,14 Leo,Leo,145.28764,9.892308,3.52,0.0,2016-09-12
56986,2777,35550,Wasat,55 Gem/HR 2777/Σ 1066/δ Gem,Wasat,δ Gem,55 Gem,Gem,110.030749,21.982316,3.52,0.0,2016-08-21
69267,3249,40526,Tarf,17 Cnc/DAL 42/HR 3249/β 1065/β Cnc,Tarf,β Cnc,17 Cnc,Cnc,124.128838,9.185544,3.53,0.0,2018-06-01
28305,1409,20889,Ain,74 Tau/HR 1409/WSI 53/β pm 61/ε Tau,Ain,ε Tau,74 Tau,Tau,67.154163,19.180435,3.53,0.0,2015-12-15
23249,1136,17378,Rana,23 Eri/HR 1136/δ Eri,Rana,δ Eri,23 Eri,Eri,55.812086,-9.763392,3.53,0.0,2022-04-04
151985,6252,82545,Pipirima,HR 6252/RIZ 19/μ2 Sco,Pipirima,μ2 Sco,,Sco,253.083939,-38.017535,3.56,0.0,2017-09-05
16970,804,12706,Kaffaljidhma,86 Cet/ALD 124/HR 804/Σ 299/γ Cet,Kaffaljidhma,γ Cet,86 Cet,Cet,40.825163,3.235816,3.56,0.0,2017-02-01
192947,7754,100064,Algedi,6 Cap/AGC 12/HJ 608/HR 7754/Σ I 51/α2 Cap,Algedi,α2 Cap,6 Cap,Cap,304.513566,-12.544852,3.58,0.0,2016-08-21
9927,464,7607,Nembus,51 And/HR 464/υ Per,Nembus,υ Per,51 And,And,24.498154,48.628214,3.59,0.0,2017-09-05
107446,4700,60260,Ginan,HR 4700/ε Cru,Ginan,ε Cru,,Cru,185.340039,-60.401147,3.59,0.0,2017-11-17
102870,4540,57757,Zavijava,5 Vir/HR 4540/ΟΣ 576/β Vir,Zavijava,β Vir,5 Vir,Vir,177.673826,1.764717,3.59,0.0,2016-08-21
174638,7106,92420,Sheliak,10 Lyr/CIA 3/HR 7106/RBR 11/Σ I 39/β 293/β Lyr,Sheliak,β Lyr,10 Lyr,Lyr,282.519978,33.362668,3.6,0.0,2016-08-21
17573,838,13209,Bharani,41 Ari/H 5 116/H 6 5/HR 838/JNN 2/MCA 10/c Ari/ΟΣ 47,Bharani,,41 Ari,Ari,42.495972,27.260507,3.61,0.0,2017-06-30
23850,1178,17847,Atlas,27 Tau/HL 29/HR 1178/MKT 12/Σ 453,Atlas,,27 Tau,Tau,57.290597,24.053415,3.62,0.0,2016-08-21
196524,7882,101769,Rotanev,6 Del/HJ 5545/HR 7882/LBZ 1/Σ 2704/β 151/β Del,Rotanev,β Del,6 Del,Del,309.387235,14.595115,3.64,0.0,2016-09-12
27371,1346,20205,Prima Hyadum,54 Tau/BLM 1/HR 1346/γ Tau,Prima Hyadum,γ Tau,54 Tau,Tau,64.948349,15.627643,3.65,0.0,2017-09-05
123299,5291,68756,Thuban,11 Dra/HR 5291/NOI 4/α Dra,Thuban,α Dra,11 Dra,Dra,211.097291,64.375851,3.67,0.0,2016-06-30
102224,4518,57399,Taiyangshou,63 UMa/HR 4518/χ UMa,Taiyangshou,χ UMa,63 UMa,UMa,176.512559,47.779406,3.69,0.0,2017-06-30
3360,153,2920,Fulu,17 Cas/HR 153/ζ Cas,Fulu,ζ Cas,17 Cas,Cas,9.242851,53.896908,3.69,0.0,2017-06-30
32068,1612,23453,Saclateni,8 Aur/HR 1612/MKT 6/ζ Aur,Saclateni,ζ Aur,8 Aur,Aur,75.619531,41.075839,3.69,0.0,2017-06-30
206088,8278,106985,Nashira,40 Cap/HR 8278/γ Cap,Nashira,γ Cap,40 Cap,Cap,325.022735,-16.662308,3.69,0.0,2016-08-21
188512,7602,98036,Alshain,60 Aql/HR 7602/ΟΣ 532/β Aql,Alshain,β Aql,60 Aql,Aql,298.828304,6.406763,3.71,0.0,2016-08-21
23302,1142,17499,Electra,17 Tau/HL 7/HR 1142/OCC 424,Electra,,17 Tau,Tau,56.218904,24.113336,3.72,0.0,2016-08-21
163588,6688,87585,Grumium,32 Dra/HR 6688/LDS 1457/ξ Dra,Grumium,ξ Dra,32 Dra,Dra,268.382207,56.872646,3.73,0.0,2016-09-12
22049,1084,16537,Ran,18 Eri/BLA 2/HR 1084/MBA 1/ε Eri,Ran,ε Eri,18 Eri,Eri,53.232687,-9.458259,3.73,0.0,2015-12-15
28319,1412,20894,Chamukuy,78 Tau/HR 1412/MKT 13/Σ I 10/θ2 Tau,Chamukuy,θ2 Tau,78 Tau,Tau,67.165586,15.870882,3.73,0.0,2017-09-05
11353,539,8645,Baten Kaitos,55 Cet/BNU 1/HR 539/β pm 26/ζ Cet,Baten Kaitos,ζ Cet,55 Cet,Cet,27.865137,-10.335044,3.74,0.0,2016-09-12
17506,834,13268,Miram,15 Per/HR 834/SHJ 34/WAL 19/Σ 307/η Per,Miram,η Per,15 Per,Per,42.674207,55.895497,3.77,0.0,2017-09-05
27697,1373,20455,Secunda Hyadum,61 Tau/CHR 262/HR 1373/OCC 255/β pm 55/δ1 Tau,Secunda Hyadum,δ1 Tau,61 Tau,Tau,65.733719,17.542514,3.78,0.0,2017-09-05
198001,7950,102618,Albali,2 Aqr/HR 7950/ε Aqr,Albali,ε Aqr,2 Aqr,Aqr,311.918969,-9.495775,3.78,0.0,2016-09-12
19476,941,14668,Misam,27 Per/ES 2596/HR 941/κ Per,Misam,κ Per,27 Per,Per,47.374048,44.857541,3.79,0.0,2017-09-05
94264,4247,53229,Praecipua,46 LMi/HR 4247/o LMi,Praecipua,,46 LMi,LMi,163.327937,34.214872,3.79,0.0,2017-06-30
29291,1464,21393,Theemin,52 Eri/HR 1464/υ2 Eri,Theemin,υ2 Eri,52 Eri,Eri,68.88766,-30.562341,3.81,0.0,2017-02-01
12446,596,9487,Alrescha,113 Psc/HD 12446/HD 12447/HIP 9487/HR 595/HR 596/PWL 1/Σ 202/α Psc/α Psc A/α Psc B,Alrescha,α Psc,113 Psc,Psc,30.511772,2.763735,3.82,1.0,2016-08-21
148857,6149,80883,Marfik,10 Oph/HR 6149/Σ 2055/λ Oph,Marfik,λ Oph,10 Oph,Oph,247.728453,1.983888,3.82,0.0,2016-09-12
100029,4434,56211,Giausar,1 Dra/HR 4434/λ Dra,Giausar,λ Dra,1 Dra,Dra,172.85092,69.331075,3.82,0.0,2017-02-01
9270,437,7097,Alpherg,99 Psc/HR 437/β 506/η Psc,Alpherg,η Psc,99 Psc,Psc,22.870873,15.345823,3.83,0.0,2018-06-01
166937,6812,89341,Polis,13 Sgr/H 5 7/HJ 2822/HR 6812/β 292/μ Sgr,Polis,μ Sgr,13 Sgr,Sgr,273.44087,-21.058832,3.84,0.0,2017-09-05
23180,1131,17448,Atik,38 Per/HR 1131/β 535/ο Per,Atik,ο Per,38 Per,Per,56.07972,32.28824,3.84,0.0,2016-09-12
20010,963,14879,Dalim,12 Eri/HJ 3555/HR 963/α For,Dalim,α For,12 Eri,For,48.018864,-28.98762,3.86,0.0,2017-09-05
196867,7906,101958,Sualocin,9 Del/HJ 1554/HR 7906/WCK 2/α Del/β 298,Sualocin,α Del,9 Del,Del,309.90953,15.912073,3.86,0.0,2016-09-12
212061,8518,110395,Sadachbia,48 Aqr/HJ 3106/HR 8518/γ Aqr,Sadachbia,γ Aqr,48 Aqr,Aqr,335.414064,-1.387334,3.86,0.0,2016-08-21
23408,1149,17573,Maia,20 Tau/HL 11/HR 1149/OCC 248,Maia,,20 Tau,Tau,56.456695,24.367751,3.87,0.0,2016-07-20
142669,5928,78104,Iklil,5 Sco/HR 5928/LAF 86/λ 251/ρ Sco,Iklil,ρ Sco,5 Sco,Sco,239.221151,-29.214073,3.87,0.0,2017-09-05
85503,3905,48455,Rasalas,24 Leo/HR 3905/μ Leo,Rasalas,μ Leo,24 Leo,Leo,148.190903,26.006953,3.88,0.0,2016-09-12
18322,874,13701,Azha,3 Eri/HR 874/η Eri,Azha,η Eri,3 Eri,Eri,44.106873,-8.898145,3.89,0.0,2016-09-12
83618,3845,47431,Ukdah,35 Hya/HR 3845/ι Hya,Ukdah,ι Hya,35 Hya,Hya,144.964008,-1.14281,3.9,0.0,2018-06-01
137909,5747,75695,Nusakan,3 CrB/HR 5747/JEF 1/β CrB,Nusakan,β CrB,3 CrB,CrB,231.957211,29.105699,3.9,0.0,2016-09-12
138905,5787,76333,Zubenelhakrabi,38 Lib/GOL 1/HR 5787/WRH 20/γ Lib,Zubenelhakrabi,γ Lib,38 Lib,Lib,233.881578,-14.789536,3.91,0.0,2017-09-05
202447,8131,104987,Kitalpha,8 Equ/HR 8131/WRH 35/α Equ,Kitalpha,α Equ,8 Equ,Equ,318.955949,5.247865,3.92,0.0,2016-08-21
74442,3461,42911,Asellus Australis,47 Cnc/HJ 457/HR 3461/TOK 3/δ Cnc,Asellus Australis,δ Cnc,47 Cnc,Cnc,131.171248,18.154309,3.94,0.0,2016-11-06
181869,7348,95347,Rukbat,HR 7348/α Sgr,Rukbat,α Sgr,,Sgr,290.97157,-40.61594,3.96,0.0,2016-07-20
181454,7337,95241,Arkab Prior,HR 7337/Δ 226/β1 Sgr,Arkab Prior,β1 Sgr,,Sgr,290.659551,-44.458959,3.96,0.0,2016-10-05
28028,1393,20535,Beemim,43 Eri/HR 1393/d Eri/υ3 Eri,Beemim,υ3 Eri,43 Eri,Eri,66.009239,-34.016848,3.97,0.0,2017-06-30
24912,1228,18614,Menkib,46 Per/HR 1228/TRN 16/ξ Per,Menkib,ξ Per,46 Per,Per,59.741253,35.791032,3.98,0.0,2016-09-12
116842,5062,65477,Alcor,80 UMa/HR 5062/PSF 1/SHY 248/g UMa,Alcor,,80 UMa,UMa,201.306403,54.987954,3.99,0.0,2016-06-30
52973,2650,34088,Mekbuda,43 Gem/HR 2650/OCC 293/SHJ 77/ζ Gem,Mekbuda,ζ Gem,43 Gem,Gem,106.027215,20.570295,4.01,0.0,2016-09-12
29503,1481,21594,Sceptrum,53 Eri/HR 1481/KUI 18/l Eri,Sceptrum,,53 Eri,Eri,69.545104,-14.304017,4.02,0.0,2017-06-30
6882,338,5348,Wurren,HR 338/RMK 2/RST 1205/ζ Phe,Wurren,ζ Phe,,Phe,17.096173,-55.245758,4.02,0.0,2017-11-17
105452,4623,59199,Alchiba,1 Crv/HR 4623/α Crv,Alchiba,α Crv,1 Crv,Crv,182.103402,-24.728875,4.02,0.0,2016-09-12
195810,7852,101421,Aldulfin,2 Del/HR 7852/ε Del,Aldulfin,ε Del,2 Del,Del,308.303216,11.303261,4.03,0.0,2017-09-05
26574,1298,19587,Beid,38 Eri/HR 1298/ο1 Eri,Beid,ο1 Eri,38 Eri,Eri,62.966415,-6.83758,4.04,0.0,2016-09-12
124850,5338,69701,Syrma,99 Vir/HR 5338/ι Vir,Syrma,ι Vir,99 Vir,Vir,214.003623,-6.000545,4.07,0.0,2016-09-12
95272,4287,53740,Alkes,7 Crt/HR 4287/α Crt,Alkes,α Crt,7 Crt,Crt,164.943604,-18.298783,4.08,0.0,2016-09-12
141477,5879,77450,Gudja,35 Ser/HR 5879/κ Ser,Gudja,κ Ser,35 Ser,Ser,237.184903,18.141564,4.09,0.0,2018-08-10
9826,458,7513,Titawin,50 And/HR 458/LWR 1/ΟΣ 554/β pm 23/υ And,Titawin,υ And,50 And,And,24.199342,41.405457,4.09,0.0,2015-12-15
53244,2657,34045,Muliphein,23 CMa/HR 2657/γ CMa,Muliphein,γ CMa,23 CMa,CMa,105.939554,-15.633286,4.11,0.0,2016-08-21
178253,7254,94114,Meridiana,HR 7254/α CrA,Meridiana,α CrA,,CrA,287.368087,-37.904473,4.11,0.0,2017-09-05
85444,3903,48356,Zhang,39 Hya/HR 3903/υ1 Hya,Zhang,υ1 Hya,39 Hya,Hya,147.869558,-14.846603,4.11,0.0,2017-06-30
23480,1156,17608,Merope,23 Tau/DRS 4/HL 15/HR 1156,Merope,,23 Tau,Tau,56.581552,23.948348,4.14,0.0,2016-07-20
77327,3594,44471,Alkaphrah,12 UMa/A 1585/HR 3594/κ UMa,Alkaphrah,κ UMa,12 UMa,UMa,135.906365,47.156525,4.16,0.0,2017-09-05
211391,8499,110003,Ancha,43 Aqr/HR 8499/θ Aqr,Ancha,θ Aqr,43 Aqr,Aqr,334.208485,-7.783291,4.17,0.0,2016-09-12
124294,5315,69427,Kang,98 Vir/HR 5315/κ Vir,Kang,κ Vir,98 Vir,Vir,213.223939,-10.273704,4.18,0.0,2017-06-30
125162,5351,69732,Xuange,19 Boo/HR 5351/VIG 17/λ Boo,Xuange,λ Boo,19 Boo,Boo,214.095912,46.088306,4.18,0.0,2017-06-30
109358,4785,61317,Chara,8 CVn/BNU 4/HR 4785/β 1433/β CVn,Chara,β CVn,8 CVn,CVn,188.435603,41.357479,4.24,0.0,2016-07-20
70272,3275,41075,Alsciaukat,31 Lyn/HR 3275,Alsciaukat,,31 Lyn,Lyn,125.708792,43.188131,4.25,0.0,2017-06-30
76756,3572,44066,Acubens,65 Cnc/HJ 110/HR 3572/OCC 333/α Cnc,Acubens,α Cnc,65 Cnc,Cnc,134.621761,11.8577,4.26,0.0,2016-07-20
209790,8417,108917,Kurhah,17 Cep/HR 8417/MCA 69/Σ 2863/ξ Cep,Kurhah,ξ Cep,17 Cep,Cep,330.947724,64.627971,4.26,0.0,2016-09-12
181623,7343,95294,Arkab Posterior,HR 7343/β2 Sgr,Arkab Posterior,β2 Sgr,,Sgr,290.80474,-44.799779,4.27,0.0,2016-10-05
10761,510,8198,Torcular,110 Psc/HR 510/OCC 9041/ο Psc,Torcular,ο Psc,110 Psc,Psc,26.348466,9.157737,4.29,0.0,2017-09-05
23338,1145,17531,Taygeta,19 Tau/HJ 3251/HL 9/HR 1145/OCC 235/q Tau,Taygeta,,19 Tau,Tau,56.302063,24.46727,4.3,0.0,2016-08-21
137391,5733,75411,Alkalurops,51 Boo A/CHR 181/HR 5733/Σ I 28/μ1 Boo,Alkalurops,μ1 Boo,,Boo,231.122618,37.377169,4.31,0.0,2016-08-21
82308,3773,46750,Alterf,4 Leo/HR 3773/λ Leo,Alterf,λ Leo,4 Leo,Leo,142.930115,22.96797,4.32,0.0,2017-02-01
166205,6789,85822,Yildun,23 UMi/DRS 59/HR 6789/δ UMi,Yildun,δ UMi,23 UMi,UMi,263.054126,86.586462,4.35,0.0,2016-08-21
19787,951,14838,Botein,57 Ari/HR 951/δ Ari,Botein,δ Ari,57 Ari,Ari,47.907356,19.726674,4.35,0.0,2016-09-12
185758,7479,96757,Sham,5 Sge/HR 7479/J 121/WAL 118/α Sge,Sham,α Sge,5 Sge,Sge,295.024133,18.013891,4.39,0.0,2016-09-12
158899,6526,85693,Maasym,76 Her/HR 6526/λ Her,Maasym,λ Her,76 Her,Her,262.684626,26.110645,4.41,0.0,2016-09-12
98231,4375,55203,Alula Australis,53 UMa/HR 4375/ξ UMa,Alula Australis,ξ UMa,53 UMa,UMa,169.545423,31.529161,4.41,0.0,2016-07-20
220657,8905,115623,Alkarab,68 Peg/HR 8905/υ Peg,Alkarab,υ Peg,68 Peg,Peg,351.344931,23.4041,4.42,0.0,2017-09-05
180163,7298,94481,Aladfar,20 Lyr/HR 7298/Σ 2487/η Lyr,Aladfar,η Lyr,20 Lyr,Lyr,288.439531,39.14597,4.43,0.0,2017-09-05
26965,1325,19849,Keid,40 Eri/HR 1325/Σ 518/ο2 Eri,Keid,ο2 Eri,40 Eri,Eri,63.817999,-7.652872,4.43,0.0,2016-09-12
183439,7405,95771,Anser,6 Vul/HR 7405/Σ I 42/α Vul,Anser,α Vul,6 Vul,Vul,292.176375,24.664903,4.44,0.0,2017-06-30
73471,3418,42402,Minchir,5 Hya/HR 3418/σ Hya,Minchir,σ Hya,5 Hya,Hya,129.689323,3.341436,4.45,0.0,2017-09-05
217891,8773,113889,Fumalsamakah,4 Psc/HR 8773/β Psc,Fumalsamakah,β Psc,4 Psc,Psc,345.969225,3.820045,4.48,0.0,2018-06-01
145502,6027,79374,Jabbah,14 Sco/CHR 146/H 5 6/HR 6027/LAF 127/β 120/ν Sco,Jabbah,ν Sco,14 Sco,Sco,242.998894,-19.460708,4.5,0.0,2017-06-30
125337,5359,69974,Khambalia,100 Vir/HR 5359/IOT 1/λ Vir,Khambalia,λ Vir,100 Vir,Vir,214.777468,-13.371096,4.52,0.0,2017-09-05
17361,824,13061,Lilii Borea,39 Ari/HR 824,Lilii Borea,,39 Ari,Ari,41.977256,29.247115,4.52,0.0,2017-09-05
162003,6636,86614,Dziban,31 Dra A/HR 6636/PIN 11/Σ 2241/ψ1 Dra/ψ1 Dra A,Dziban,ψ1 Dra A,,Dra,265.484814,72.148847,4.57,0.0,2017-09-05
148112,6117,80463,Cujam,24 Her/51 Ser/HR 6117/β 625/ω Her,Cujam,ω Her,24 Her,Her,246.353979,14.033274,4.57,0.0,2017-02-01
220061,8880,115250,Salm,62 Peg/HR 8880/τ Peg,Salm,τ Peg,62 Peg,Peg,350.159341,23.740336,4.58,0.0,2017-09-05
107259,4689,60129,Zaniah,15 Vir/HR 4689/MCA 37/η Vir,Zaniah,η Vir,15 Vir,Vir,184.976476,-0.666793,4.6,0.0,2016-09-12
175638,7141,92946,Alya,63 Ser A/HR 7141/θ1 Ser,Alya,θ1 Ser,,Ser,284.054949,4.203602,4.62,0.0,2016-08-21
5395,265,4422,Castula,28 Cas/HR 265/υ2 Cas,Castula,υ2 Cas,28 Cas,Cas,14.166271,59.181055,4.62,0.0,2017-09-05
74198,3449,42806,Asellus Borealis,43 Cnc/ENG 38/HR 3449/β pm 121/γ Cnc,Asellus Borealis,γ Cnc,43 Cnc,Cnc,130.821442,21.468501,4.66,0.0,2016-11-06
185144,7462,96100,Alsafi,61 Dra/HR 7462/WGA 1/ΟΣ 590/σ Dra,Alsafi,σ Dra,61 Dra,Dra,293.08996,69.661176,4.67,0.0,2017-06-30
206672,8301,107136,Azelfafage,80 Cyg/HR 8301/π1 Cyg,Azelfafage,π1 Cyg,80 Cyg,Cyg,325.523602,51.189623,4.69,0.0,2016-09-12
188376,7597,98066,Terebellum,58 Sgr/HR 7597/OCC 704/ω Sgr,Terebellum,ω Sgr,58 Sgr,Sgr,298.959838,-26.299534,4.7,0.0,2017-09-05
188310,7595,97938,Libertas,59 Aql/HR 7595/SCA 163/ξ Aql,Libertas,ξ Aql,59 Aql,Aql,298.562008,8.461453,4.71,0.0,2015-12-15
11502,546,8832,Mesarthim,5 Ari/HD 11502/HD 11503/HIP 8832/HR 545/HR 546/SAO 92680/SAO 92681/Σ 180/γ1 Ari/γ1 Ari A/γ1 Ari B/γ2 Ari,Mesarthim,γ1 Ari,5 Ari,Ari,28.38256,19.293852,4.75,1.0,2016-08-21
17824,850,13288,Angetenar,2 Eri/HR 850/λ 20/τ2 Eri,Angetenar,τ2 Eri,2 Eri,Eri,42.759674,-21.004018,4.76,0.0,2017-06-30
193432,7773,100310,Alshat,8 Cap/HR 7773/LAM 5/ν Cap,Alshat,ν Cap,8 Cap,Cap,305.165898,-12.759079,4.77,0.0,2017-06-30
205767,8264,106786,Bunda,23 Aqr/DRS 67/HR 8264/MCA 68/ξ Aqr,Bunda,ξ Aqr,23 Aqr,Aqr,324.437956,-7.854202,4.8,0.0,2018-06-01
20320,984,15197,Zibal,13 Eri/HR 984/SHY 154/ζ Eri,Zibal,ζ Eri,13 Eri,Eri,48.958436,-8.819731,4.8,0.0,2016-09-12
170693,6945,90344,Fafnir,42 Dra/HR 6945/UC 3580,Fafnir,,42 Dra,Dra,276.496406,65.56348,4.82,0.0,2015-12-15
126868,5409,70755,Elgafar,105 Vir/HR 5409/Σ 1846/φ Vir/ϕ Vir,Elgafar,φ Vir,105 Vir,Vir,217.050575,-2.227957,4.84,0.0,2018-06-01
114378,4968,64241,Diadem,42 Com/HR 4968/Σ 1728/α Com,Diadem,α Com,42 Com,Com,197.497029,17.529447,4.85,0.0,2017-02-01
174974,7116,92761,Ainalrami,32 Sgr/HJ 5072/HR 7116/β 1033/ν1 Sgr,Ainalrami,ν1 Sgr,32 Sgr,Sgr,283.542404,-22.74484,4.86,0.0,2017-09-05
8207,390,6411,Adhil,46 And/HR 390/ξ And,Adhil,ξ And,46 And,And,20.58508,45.528778,4.87,0.0,2016-08-21
61110,2930,37265,Jishui,71 Gem/HR 2930/ο Gem,Jishui,ο Gem,71 Gem,Gem,114.791387,34.584346,4.89,0.0,2017-06-30
85951,3923,48615,Felis,nan,Felis,,,Hya,148.717528,-19.009336,4.94,,2018-06-01
42167,2177,29034,Elkurud,HR 2177/θ Col,Elkurud,θ Col,,Col,91.881801,-37.25292,5.0,0.0,2018-06-01
145001,6008,79043,Marsic,7 Her A/HR 6008/Σ 2010/κ Her,Marsic,κ Her,,Her,242.018857,17.04698,5.0,0.0,2017-02-01
95128,4277,53721,Chalawan,47 UMa/HR 4277,Chalawan,,47 UMa,UMa,164.866553,40.430256,5.03,0.0,2015-12-15
214376,8610,111710,Situla,63 Aqr/HJ 5529/HR 8610/OCC 342/TOK 640/κ Aqr,Situla,κ Aqr,63 Aqr,Aqr,339.439084,-4.228056,5.04,0.0,2016-09-12
23862,1180,17851,Pleione,28 Tau/CHR 125/HL 28/HR 1180/RBR 4,Pleione,,28 Tau,Tau,57.296738,24.13671,5.05,0.0,2016-06-30
155886,6402,84405,Guniibuu,36 Oph/A Oph/A Oph A/A Oph B/HD 155885/HD 155886/HIP 84405/HR 6401/HR 6402/SAO 185198/SAO 185199/SHJ 243/_ Oph,Guniibuu,,36 Oph,Oph,258.837875,-26.598892,5.07,1.0,2018-08-10
160691,6585,86796,Cervantes,HR 6585/μ Ara,Cervantes,μ Ara,,Ara,266.036255,-51.834051,5.15,0.0,2015-12-15
7344,361,5737,Revati,86 Psc A/HR 361/OCC 9070/Σ 100/ζ Psc/ζ Psc A,Revati,ζ Psc A,,Psc,18.432864,7.575354,5.21,0.0,2017-06-30
