;MN;HD;HR;HIP;Gl;Name;OtherDesignations;ProperName;Bayer;Flamsteed;Constellation;RAJ2000;DecJ2000;pmRA;pmDec;RadVel;Distance;Vmag;Vmag_min;Vmag_max;B-V;SpType;Luminosity;XJ2000;YJ2000;ZJ2000;VXJ2000;VYJ2000;VZJ2000;Primary;MultipleID;IsMultiple;IsVariable
9933;9934;88230;0;49908;Gl 380;HD 88230;Gl 380/HD 88230/HIP 49908/HYG 49767/MN 9934;;;;UMa;10,189602;49,454237;-1361,55;-505,0;-25,4;4,8731;6,6;;;1,326;K8V;0,0473805393338825;-2,818415;1,445842;3,702832;-2,749e-05;2,505e-05;2,164e-05;49767;;0;0
96520;96521;0;0;0;Gl 388;Gl 388;Gl 388/HYG 118671/MN 96521;;;;Leo;10,326843;19,870262;-497,26;-52,26;12,3;4,9044;9,4;;;1,54;M4,5Ve;0,003640826637894;-4,17747;1,956673;1,667178;3,11e-06;1,59e-05;-6,08e-06;118676;;0;0
68731;68732;204961;0;106440;Gl 832;HD 204961;Gl 832/HD 204961/HIP 106440/HYG 106097/MN 68732;;;;Gru;21,559441;-49,009006;-46,18;-818,01;4,1;4,9537;8,66;;;1,521;M1V;0,0073451386815711;2,608354;-1,937731;-3,739143;-1,605e-05;6,31e-06;-1,036e-05;106098;;0;0
841;842;26965;1325;19849;Gl 166A;Keid;40 Eri/40Omi2Eri/Gl 166A/HD 26965/HIP 19849/HR 1325/HYG 19799/Keid/MN 842/ο2 Eri;Keid;ο2 Eri;40 Eri;Eri;4,254537;-7,652871;-2239,33;-3419,86;-42,7;4,9845;4,43;;;0,82;K1V;0,3657631930094519;2,179524;4,432894;-0,66374;-7,609e-05;-7,258e-05;2,462e-05;19799;Gl 166;1;0
116947;116948;0;0;1242;GJ 1005A;HIP 1242;GJ 1005A/HIP 1242/HYG 1240/MN 116948;;;;Cet;0,257803;-16,133807;728,18;-617,48;-29,0;4,9868;11,49;11,558;11,378;1,75;M:;0,0005490349610252;4,779241;0,32306;-1,385667;-6,1e-06;1,536e-05;-3,375e-05;1240;GJ 1005;1;1
99306;99307;26976;0;0;Gl 166B;HD 26976;Gl 166B/HD 26976/HYG 118277/MN 99307;;;;Eri;4,256188;-7,657504;-2180,82;-3436,41;-21,0;5,0444;9,52;;;0,03;DA4;0,0034482599655262;2,203473;4,486451;-0,67203;-8,045e-05;-5,259e-05;3,361e-05;19799;Gl 166;1;0
116111;116112;0;0;0;Gl 166C;Gl 166C;Gl 166C/HYG 118278/MN 116112;;;;Eri;4,256188;-7,657504;-2180,82;-3436,41;-45,9;5,0444;11,17;;;1,67;dM4,5e;0,000754397082198;2,202917;4,485319;-0,671861;-7,708e-05;-7,525e-05;2,249e-05;19799;Gl 166;1;0
115303;115304;0;0;86214;Gl 682;HIP 86214;Gl 682/HIP 86214/HYG 85950/MN 115304;;;;Sco;17,617729;-44,319215;-710,11;-937,99;-60,0;5,0787;10,94;11,004;10,884;1,655;M5;0,000945366045958;-0,363042;-3,615031;-3,547885;2,635e-05;6,148e-05;-1,14e-05;85951;;0;1
541;542;165341;6752;88601;Gl 702A;70 Oph;70 Oph/Gl 702A/HD 165341/HIP 88601/HR 6752/HYG 88326/MN 542;;;70 Oph;Oph;18,090913;2,500099;124,56;-962,66;-6,9;5,0834;4,03;4,05;4,02;0,86;K0V SB;0,5500472528676338;0,120862;-5,077062;0,221741;-2,401e-05;6,09e-06;2,93e-06;88327;Gl 702;1;1
5061;5062;0;0;0;Gl 702B;Gl 702B;Gl 702B/HYG 119193/MN 5062;;;;Oph;18,09099;2,498264;252,27;-1101,48;-10,0;5,086;6,0;;;1,15;K5 Ve;0,0897015608414814;0,121015;-5,079214;0,221672;-2,758e-05;9,17e-06;6e-06;88327;Gl 702;1;0
111184;111185;0;0;112460;Gl 873;HIP 112460;Gl 873/HIP 112460/HYG 112105/MN 111185;;;;Lac;22,780527;44,333991;-704,66;-459,39;-0,5;5,1224;10,29;10,386;10,206;1,54;M4,5Ve;0,0017490410399663;3,478781;-1,15001;3,579733;-8,52e-06;-1,9e-05;1,73e-06;112106;;0;1
12;13;187642;7557;97649;Gl 768;Altair;53 Aql/53Alp Aql/Altair/Gl 768/HD 187642/HIP 97649/HR 7557/HYG 97337/MN 13/α Aql;Altair;α Aql;53 Aql;Aql;19,846388;8,868322;536,82;385,54;-26,1;5,1295;0,76;0,803;0,753;0,221;A7IV-V;11,376272858234303;2,355468;-4,4873;0,790749;5,36e-06;3,087e-05;-1,12e-06;97338;;0;1
119412;119413;0;0;0;GJ 1116B;GJ 1116B;GJ 1116B/HYG 118574/MN 119413;;;;Cnc;8,970901;19,764954;-869,3;-34,91;0,0;5,2274;14,92;;;1,93;m;2,56094351716e-05;-3,451925;3,505014;1,76771;-8,3e-07;1,567e-05;1,548e-05;118578;GJ 1116;1;0
119201;119202;0;0;0;GJ 1116A;GJ 1116A;GJ 1116A/HYG 118573/MN 119202;;;;Cnc;8,970901;19,763287;-869,3;-34,91;-34,0;5,2274;14,06;;;1,84;m;5,65457540688e-05;-3,450811;3,503886;1,766979;-1,259e-05;-7,64e-06;3,845e-05;118578;GJ 1116;1;0
118901;118902;0;0;67593;;HIP 67593;HIP 67593/HYG 67379/MN 118902;;;;Boo;13,85077;23,776677;2281,92;5369,43;0,0;5,3259;13,31;;;0,0;;0,0001171655673911;-4,312826;-2,270248;2,147258;0,00012688;-2,612e-05;7,687e-05;67380;;0;0
114646;114647;0;0;57544;Gl 445;HIP 57544;Gl 445/HIP 57544/HYG 57370/MN 114647;;;;Cam;11,794333;78,69116;743,21;480,4;-112,2;5,3516;10,8;10,866;10,736;1,572;M4;0,0011934383792107;-1,047725;0,056332;5,246711;-0,00011008;-2,112e-05;3,364e-05;57371;;0;1
116551;116552;0;0;0;GJ 3379;GJ 3379;GJ 3379/HYG 118401/MN 116552;;;;Ori;6,000991;2,707087;228,25;-74,16;0,0;5,3677;11,33;;;1,68;M4;0,0007372249081043;-0,001391;5,361709;0,253516;-1,93e-06;9e-08;-5,94e-06;118406;;0;0
59910;59911;119850;0;67155;Gl 526;HD 119850;Gl 526/HD 119850/HIP 67155/HYG 66942/MN 59911;;;;Boo;13,76215;14,89152;1778,46;-1455,52;16,1;5,3911;8,46;;;1,435;M3V;0,0104520144145843;-4,665503;-2,319265;1,385494;-3,253e-05;-5,306e-05;-2,32e-06;66943;;0;0
118396;118397;0;0;0;Gl 169,1B;Gl 169,1B;Gl 169,1B/HYG 118307/MN 118397;;;;Cam;4,518593;58,981451;1371,91;-1944,8;0,0;5,5139;12,44;;;0,31;DC5;0,0002797692637855;1,073743;2,630708;4,725416;-2,677e-05;5,513e-05;-1,708e-05;21036;Gl 169,1;1;0
27479;27480;104901;0;58910;;HD 104901;HD 104901/HIP 58910/HYG 58734/MN 27480;;;;Cru;12,080228;-62,002292;-6,13;0,16;0,0;5,5169;7,57;7,833;7,043;0,626;F0Ib-II;0,024842768936968;-2,589262;-0,054392;-4,871237;0,0;1,6e-07;-1e-08;58735;;0;1
114719;114720;0;0;21088;Gl 169,1A;HIP 21088;Gl 169,1A/HIP 21088/HYG 21036/MN 114720;;;;Cam;4,519668;58,977072;1300,21;-2048,99;17,0;5,5782;10,82;10,877;10,767;1,17;;0,0012729167461935;1,086377;2,661819;4,780431;-1,365e-05;6,555e-05;-1,122e-05;21036;Gl 169,1;1;1
106432;106433;265866;0;33226;;HD 265866;HD 265866/HIP 33226/HYG 33139/MN 106433;;;;Gem;6,913622;33,268175;-729,33;-399,31;26,4;5,5863;9,89;;;1,58;K:,,,;0,0030088462766457;-1,10658;4,538001;3,064541;5,77e-06;3,237e-05;1,243e-05;33139;;0;0
92354;92355;0;0;83609;;HIP 83609;HIP 83609/HYG 83351/MN 92355;;;;Sco;17,089101;-33,767358;136,68;-141,19;0,0;5,6155;9,25;;;0,607;G0;0,0054802453217685;-1,102705;-4,536064;-3,121219;-3,2e-06;1,2e-06;4,12e-06;83352;;0;0
40098;40099;36395;0;25878;Gl 205;HD 36395;Gl 205/HD 36395/HIP 25878/HYG 25813/MN 40099;;;;Ori;5,524277;-3,677229;763,05;-2092,89;8,5;5,6571;7,97;;;1,474;M1V;0,0180800655211;0,701301;5,601801;-0,362827;-5,783e-05;7,56e-06;-2,014e-05;25813;;0;0
118217;118218;0;0;0;Gl 754;Gl 754;Gl 754/HYG 119271/MN 118218;;;;Tel;19,346452;-45,55959;646,35;-2868,07;16,0;5,6915;12,23;;;1,68;M4,5;0,0003617428867642;1,376254;-3,74042;-4,064196;-6,712e-05;4,838e-05;1,21e-06;119276;;0;0
